Time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
197108,,,,,,,,,,
197109,,,,,,,,,,
197110,,,,,,,,,,
197111,,,,,,,,,,
197112,,,,,,,,,,
197201,,,,,,,,,,
197202,,,,,,,,,,
197203,,,,,,,,,,
197204,,,,,,,,,,
197205,,,,,,,,,,
197206,,,,,,,,,,
197207,,,,,,,,,,
197208,,,,,,,,,,
197209,,,,,,,,,,
197210,,,,,,,,,,
197211,,,,,,,,,,
197212,,,,,,,,,,
197301,,,,,,,,,,
197302,,,,,,,,,,
197303,,,,,,,,,,
197304,,,,,,,,,,
197305,,,,,,,,,,
197306,,,,,,,,,,
197307,,,,,,,,,,
197308,,,,,,,,,,
197309,,,,,,,,,,
197310,,,,,,,,,,
197311,,,,,,,,,,
197312,,,,,,,,,,
197401,,,,,,,,,,
197402,,,,,,,,,,
197403,,,,,,,,,,
197404,,,,,,,,,,
197405,,,,,,,,,,
197406,,,,,,,,,,
197407,,,,,,,,,,
197408,,,,,,,,,,
197409,,,,,,,,,,
197410,,,,,,,,,,
197411,,,,,,,,,,
197412,,,,,,,,,,
197501,,,,,,,,,,
197502,,,,,,,,,,
197503,,,,,,,,,,
197504,,,,,,,,,,
197505,,,,,,,,,,
197506,,,,,,,,,,
197507,,,,,,,,,,
197508,,,,,,,,,,
197509,,,,,,,,,,
197510,,,,,,,,,,
197511,,,,,,,,,,
197512,,,,,,,,,,
197601,,,,,,,,,,
197602,,,,,,,,,,
197603,,,,,,,,,,
197604,,,,,,,,,,
197605,,,,,,,,,,
197606,,,,,,,,,,
197607,,,,,,,,,,
197608,,,,,,,,,,
197609,,,,,,,,,,
197610,,,,,,,,,,
197611,,,,,,,,,,
197612,,,,,,,,,,
197701,,,,,,,,,,
197702,,,,,,,,,,
197703,,,,,,,,,,
197704,,,,,,,,,,
197705,,,,,,,,,,
197706,,,,,,,,,,
197707,,,,,,,,,,
197708,,,,,,,,,,
197709,,,,,,,,,,
197710,,,,,,,,,,
197711,,,,,,,,,,
197712,,,,,,,,,,
197801,,,,,,,,,,
197802,,,,,,,,,,
197803,,,,,,,,,,
197804,,,,,,,,,,
197805,,,,,,,,,,
197806,,,,,,,,,,
197807,,,,,,,,,,
197808,,,,,,,,,,
197809,,,,,,,,,,
197810,,,,,,,,,,
197811,,,,,,,,,,
197812,,,,,,,,,,
197901,,,,,,,,,,
197902,,,,,,,,,,
197903,,,,,,,,,,
197904,,,,,,,,,,
197905,,,,,,,,,,
197906,,,,,,,,,,
197907,,,,,,,,,,
197908,,,,,,,,,,
197909,,,,,,,,,,
197910,,,,,,,,,,
197911,,,,,,,,,,
197912,,,,,,,,,,
198001,,,,,,,,,,
198002,,,,,,,,,,
198003,,,,,,,,,,
198004,,,,,,,,,,
198005,,,,,,,,,,
198006,,,,,,,,,,
198007,,,,,,,,,,
198008,,,,,,,,,,
198009,,,,,,,,,,
198010,,,,,,,,,,
198011,,,,,,,,,,
198012,,,,,,,,,,
198101,,,,,,,,,,
198102,,,,,,,,,,
198103,,,,,,,,,,
198104,,,,,,,,,,
198105,,,,,,,,,,
198106,,,,,,,,,,
198107,,,,,,,,,,
198108,,,,,,,,,,
198109,,,,,,,,,,
198110,,,,,,,,,,
198111,,,,,,,,,,
198112,,,,,,,,,,
198201,,,,,,,,,,
198202,,,,,,,,,,
198203,,,,,,,,,,
198204,,,,,,,,,,
198205,,,,,,,,,,
198206,,,,,,,,,,
198207,,,,,,,,,,
198208,,,,,,,,,,
198209,,,,,,,,,,
198210,,,,,,,,,,
198211,,,,,,,,,,
198212,,,,,,,,,,
198301,,,,,,,,,,
198302,,,,,,,,,,
198303,,,,,,,,,,
198304,,,,,,,,,,
198305,,,,,,,,,,
198306,,,,,,,,,,
198307,,,,,,,,,,
198308,,,,,,,,,,
198309,,,,,,,,,,
198310,,,,,,,,,,
198311,,,,,,,,,,
198312,,,,,,,,,,
198401,,,,,,,,,,
198402,,,,,,,,,,
198403,,,,,,,,,,
198404,,,,,,,,,,
198405,,,,,,,,,,
198406,,,,,,,,,,
198407,,,,,,,,,,
198408,,,,,,,,,,
198409,,,,,,,,,,
198410,,,,,,,,,,
198411,,,,,,,,,,
198412,,,,,,,,,,
198501,,,,,,,,,,
198502,,,,,,,,,,
198503,,,,,,,,,,
198504,,,,,,,,,,
198505,,,,,,,,,,
198506,,,,,,,,,,
198507,,,,,,,,,,
198508,,,,,,,,,,
198509,,,,,,,,,,
198510,,,,,,,,,,
198511,,,,,,,,,,
198512,,,,,,,,,,
198601,,,,,,,,,,
198602,,,,,,,,,,
198603,,,,,,,,,,
198604,,,,,,,,,,
198605,,,,,,,,,,
198606,,,,,,,,,,
198607,,,,,,,,,,
198608,,,,,,,,,,
198609,,,,,,,,,,
198610,,,,,,,,,,
198611,,,,,,,,,,
198612,,,,,,,,,,
198701,,,,,,,,,,
198702,,,,,,,,,,
198703,,,,,,,,,,
198704,,,,,,,,,,
198705,,,,,,,,,,
198706,,,,,,,,,,
198707,,,,,,,,,,
198708,,,,,,,,,,
198709,,,,,,,,,,
198710,,,,,,,,,,
198711,,,,,,,,,,
198712,,,,,,,,,,
198801,-5.352122981588062,-1.078076398882206,0.34492786124594876,-0.3111144663982871,-0.0935159819215015,-0.034508643478652026,0.06415645677517143,0.0016906310137586576,0.006303911234981429,0.01879744744810468
198802,-5.841020884399348,-1.1179930424384308,0.3650992586834914,-0.3562468161435598,-0.05481803724916036,-0.012522026297720057,0.07347240055062758,-0.010566701493274242,0.006842868595092699,0.009553127201115863
198803,-4.168640212763694,-1.4661530139998207,0.4394630913992639,-0.2415510164318628,-0.031170046949133,0.03519321802442877,-0.07550098025834702,0.015494633537058064,-0.004642071327001319,0.041623020654124016
198804,-2.9938048072512626,-1.5441384097462232,0.30005093099247504,-0.33653090490959225,-0.027512767647498746,0.07242460380319828,-0.03654033519314682,-0.014270275438511539,0.0210043817571636,0.013842561151103392
198805,-1.2386521463922315,-1.336186271366517,0.2054002172519642,-0.35373155114247845,-0.028349300547864668,0.07334261888316339,-0.03272322623035698,-0.026041061120562082,-0.001332346490535072,0.011784085399403807
198806,-2.567180590866989,-0.8218292336077386,0.23164700629066284,-0.30213513521718693,-0.02335791282430276,0.043286811959377676,-0.022290594032197148,0.05050441683219435,0.01182011451815313,0.008175064700826953
198807,-1.1329384583373452,-0.688765004774302,0.24387438843086867,-0.32464518357098765,-0.022729759385913068,0.05290522191440986,-0.038543301105838104,0.06542493537946747,-0.0038986025695456573,0.011992670443490826
198808,-0.18222054356207107,-0.2857006846452404,0.14519715109061818,-0.19692696523600192,0.031601950398216325,0.05311514418691713,0.04260544954286304,0.04540480003285956,-0.03187547503491918,0.027697006742852432
198809,-1.6135849218638363,0.07585952955694306,0.15095534692446042,-0.21838812325889018,0.0024867245220594977,0.03297066032204099,0.004182958455703238,0.04548191692803459,-0.013096675169070149,0.015614906153775658
198810,-2.5727668007799065,0.3180052822936632,0.23029014686820612,-0.23799743270205526,-0.015068150442551881,0.026443329998386996,0.02088873331868912,0.08210200502562784,0.001813483205856914,-0.002664738248509355
198811,-0.28566169498219196,0.5516852620230212,0.06587473755783022,-0.15348833461354963,0.009708952488660732,0.025052449664319357,0.01788299881582521,0.08910980299586033,-0.04247661416287393,0.013495676487068916
198812,0.6411545357318124,0.8043472533687086,-0.2079073846913517,-0.08586617966059264,-0.04130410564923877,0.011622158194928648,0.025243469945836722,0.037566566791829514,0.013034997686618722,0.0050495189167163316
198901,0.1684687881888347,1.1840577817828108,-0.21482904563636837,-0.012409925353343749,0.026146476781539994,-0.017754759392639926,0.03600927301589039,0.052488198577546566,0.007713714546479538,-0.016368862712543796
198902,1.8635247073450327,1.2473891027893111,-0.2996782014836879,-0.01214482387876943,0.03413768454548658,0.0023477214198228966,0.04511680080439565,0.057421675152174854,-0.0129451472080534,0.004983237161243647
198903,2.178925595061049,1.6883332417745571,-0.5361438343590365,0.006576281410421834,0.06858376632848076,-0.015100624084299574,0.07354794510203672,0.021516664322615148,-0.04035231414280975,-0.015118265071713642
198904,0.48272768329454,1.3652895825781153,-0.17235839289454383,-0.05589056375147121,0.0012625967138475704,0.001319337633529999,0.03705198747653899,0.06170703108711804,0.01645103400896095,-0.0004518470451802082
198905,-1.163904696023498,1.671448365529978,-0.007930573164278079,0.042208933405591155,0.07003800080466178,-0.018951893053643414,-0.04920841888206531,0.02751008111431398,0.011160977254266397,-0.016511420264452754
198906,-3.7949598417481187,1.518401868034872,0.29320730120218946,0.020856812481790943,0.02590815474747823,-0.012583276955221677,-0.01903269523419816,0.057755022257254436,-0.007208205786881982,0.036071306139060906
198907,-5.720587405620217,1.446517226333504,0.6237737425067462,-0.08333730093559767,0.045562207077991274,-0.0281476569088654,-0.02350979185763672,0.08911966961212837,0.02001924944361142,-0.0008932443833138931
198908,-2.9521312374887247,1.4159511802580034,-0.023340820949046492,-0.028564323667051448,0.027486560288020698,-0.043021948449429984,-0.04124698346164381,0.10405623825026529,0.001838529557444625,0.012545733824069986
198909,-2.594233149402468,1.4462909471197563,-0.0274560298883006,0.008467033731661898,0.01885537453877469,-0.03406715003773067,-0.009354703887927444,0.0760988993808657,0.0279570947758276,0.0025393060395082338
198910,-4.6271414997620015,1.392504330898431,0.23084622376293562,0.05299745195013238,0.044055578683958124,-0.023503300237527777,-0.008943584360761689,0.07529916811529576,0.0008210488554815828,0.0064239227015422656
198911,-5.085708499222211,1.2577233746474543,0.26677544313729634,0.026220220398058384,0.07086905111758188,-0.03696211645054234,-0.015079323660451492,0.06849927655267306,-0.0006913365741310981,0.0013936629896099252
198912,-4.490439661700488,1.2085169126939799,0.19583412205934186,-0.04163114132763965,0.01971853241855211,-0.015915242211193642,-0.0010336365335295503,0.09510453447921635,0.04087811164428311,-0.00021694864183724485
199001,-2.563083872031093,0.8585536082589694,0.12643493616168333,-0.007538194591967009,0.10383288624398018,-0.04052138883098431,0.02706789967627711,0.07236994005578538,-0.02063383290939484,-0.00012265159804289867
199002,-2.100557865553779,0.7002266729923213,0.0701425469717194,0.08069899327356411,0.11630183921232004,0.07780331093727429,0.031264794354743684,0.09595907115781088,-0.011332912577026056,0.013810046592805244
199003,-1.3716498260045784,0.8087904154264607,-0.11915195335871907,0.05123442480706629,0.12742265758323718,0.08009566747610505,0.014861893446064641,0.07974419290269585,-0.019497856660160497,0.005797254517394578
199004,0.1638580852961127,0.41560732229554365,-0.2460288929651368,-0.03550196348151929,0.08083472327856084,0.023867865916437865,0.026541821710198754,0.023621549792346073,-0.05103748991294884,0.0009730999329470063
199005,-1.780007987442626,0.6018847362173675,0.035839270515323166,0.09378219145494507,0.10885355081533202,0.07132117068370632,0.01552223443751434,0.06587703295606682,-0.04507169037742266,0.004426403814999157
199006,-2.640643038218988,0.650200235544179,0.1393186255330106,0.08026831241507845,0.07844526607936667,0.05053921811859302,0.015471509680739558,0.046272717594593366,-0.016548995505538604,0.017431546940653197
199007,-3.5720835682022316,0.3840383814911776,0.39784719460337464,-0.017607839125681788,0.090709819827924,0.05169111629924592,0.02575117651975818,0.02642007737416264,-0.03012956837600566,0.014871307735367064
199008,-1.805812807723649,-0.3275232342946201,0.5189029542045044,0.0024759800807978797,0.08871526760344361,0.0208379352588537,0.05273379597091864,0.0004157198570887435,-0.0572065568427242,0.0419949501877692
199009,-2.1526446587012327,-0.4683541216326272,0.5077561576347107,-0.01920841909926068,0.02786422150583578,0.005944004370423642,0.05718203964993447,-0.025335189407142456,-0.05732375777893672,0.05594615883973061
199010,-3.1314168370046978,-0.4851712085467461,0.6555705479582132,-0.04851499649503239,0.05790173455314507,0.02595023337195314,0.03862058350136568,-0.0066338119586299895,-0.043896663208791424,0.04138759528137764
199011,-4.469058835331951,-0.08260974221446483,0.5712811905187064,-0.05969467301776722,-0.004280949537561091,0.012435179568211918,0.032410165524587184,-0.017707416640388825,-0.0234931617292801,0.045036750374437225
199012,-5.566463019787625,-0.5795738155198665,0.5146442538202117,-0.10151787265074136,-0.06092484042941311,-0.0058379858071036525,0.05149719914558667,-0.031423908502120096,0.007998119987940101,0.049704380871716386
199101,-6.101078189437036,-0.8189735866073299,0.5163676817665984,-0.05456211766513963,0.044658619600834594,-0.03668476899940578,0.04955734475531736,-0.003633694953956695,-0.04816177219657286,0.0656972079445091
199102,-6.147290865723374,-1.0444560900644209,0.4480637502306274,-0.021057374569077133,0.05345472327989688,-0.05408373409134366,0.029373466648375045,0.0021937505782951257,-0.05200139175255508,0.039297415117139294
199103,-5.903114684848563,-1.318189142333919,0.271167452107894,0.08782167511440309,0.04849806916009437,-0.060094266291662674,0.028443798648311293,0.04549853609380175,-0.04185243621961954,0.0535911436663544
199104,-6.3727841864228845,-1.608635024862962,0.3154994976456364,0.025370576878757746,0.013097630046777758,0.05888116940511345,0.05293111777048273,0.022583758806256224,-0.05375678719878123,0.06078418468558051
199105,-6.258191596619831,-1.6951716248779154,0.41940194476683057,0.027971048877859724,0.00907689006382145,0.05093682875608146,-0.051727072915996236,-0.009194961863481435,-0.06956085226984493,0.05746184829457396
199106,-5.349327268562553,-1.9076682776366714,0.27412808347768475,0.06897455904194832,0.007633330590715971,0.03396282249887078,-0.050065515084664884,-0.08147988257477827,-0.038984540258860445,0.04027533379371754
199107,-5.951364038422042,-1.8770028623622559,0.44003333509801995,0.06686099726232955,0.01692400536878138,0.052877360689579746,-0.027307759549312985,-0.03483937572550797,-0.025100370239978863,0.03183353274794763
199108,-7.730119280382878,-1.8467036992347676,0.7198369108369991,0.07261468396194241,-0.007076921749083016,0.07259069255561103,-0.04666244402139188,-0.048537125140549024,-0.004007106384542466,0.04858252150948249
199109,-9.360217724540801,-1.6395139589088776,0.7204342572961051,0.01959604919530801,0.006992693689161014,0.05338394429690112,-0.032484012885363255,-0.021010796467199964,0.0009883226988516808,0.04721754835668322
199110,-10.046303873303755,-2.1203166012067145,1.0080483147152255,-0.0594277821992909,0.01131077176514792,0.06971715381523,-0.040749432862588184,-0.04293593099135225,-0.006550442371552671,-0.03873068471675419
199111,-10.800667580138214,-2.6562051084338067,1.1296749533713506,-0.1674614096986232,0.01977748590772902,0.04678979381800354,0.05359148886202856,-0.09420419993804438,0.025042299311856673,-0.02963157533270847
199112,-13.65189048607057,-2.4251527304961646,0.9878135137494009,-0.02172754746960213,0.08245793476752371,0.08595012302420954,0.04693272496969985,-0.0924930879807519,-0.026090762880416275,-0.006751371536452869
199201,-11.26361471559956,-3.191552046088753,0.9226006317327496,0.009263703174715908,0.032579243461567396,0.045755786747048055,0.024369735098547448,-0.06125287669301079,0.019933774736581904,-0.022750421763648734
199202,-10.956842587545939,-3.0000362162658387,0.6929561582544436,0.15679216198444249,0.012501857857636543,0.06694210698082402,0.008855046795052496,-0.05342623253357391,0.027084148644072412,-0.01805683620570839
199203,-9.514948354311446,-3.0469860654300485,0.38169987496094043,0.18703465817118042,0.10097569579895975,-0.008563079045107926,-0.01802657946847174,0.0038420175470430537,0.09274233542215751,0.018968894189234458
199204,-9.855123369927831,-3.603793958121751,0.5655832204008285,0.07031411556715378,0.07700600350764922,-0.003942553358819948,-0.009236653638252169,-0.030544161616551685,0.051724756506769234,0.03456039880027388
199205,-11.060080980078084,-3.24358400414671,0.7807275300899201,-0.01394993502141489,0.09943962362154572,-0.028540947774095535,-0.023970713454693482,-0.05898988403687532,0.05415660515704674,0.0292972060247373
199206,-12.20545956700726,-3.1672407543421826,1.0084558383257267,-0.05835361252518966,0.014526380355507051,0.014091626776635127,0.038098860178151346,-0.08813964036382241,0.01621085895139952,0.00998191456252266
199207,-14.256523453764519,-2.9647894946725555,0.9633710354884126,-0.040574366396721566,0.010315761494655334,0.040477449696351524,0.061114875288499286,-0.07917828442539405,-0.02959467708333704,0.01843535965847459
199208,-14.818713884722001,-3.101690916712697,1.272829503757506,-0.09220926543198109,-0.05288848684220067,0.03295396903678349,0.07681655798416588,-0.08730811267443256,-0.003976463755960035,-0.009126828277293466
199209,-16.11029126098029,-3.230728540478972,1.3437373672846726,-0.18089226327192823,-0.07554096478978818,0.04632740642453365,0.04085219257632805,-0.09335944388861583,-0.007414223292368008,-0.018123166277127734
199210,-13.594156454310564,-3.168556072970244,0.8396352918760327,-0.12600014873825421,0.01962337293951301,0.0048642885554511,-0.00931856005459729,-0.11185459091251185,0.006611592525153377,-0.012362057178581992
199211,-12.352606888796734,-2.886960734425637,0.3997974523104447,0.12161757603604968,0.01878460294776545,0.04795754601833689,-0.017527014845696777,-0.05332646498208624,-0.0007104032975826238,0.007542272473205007
199212,-13.365329169602909,-2.8118858978281334,0.4592428473954793,0.2324208783503915,0.024745664097791824,0.06261886267073052,0.025184515090410767,-0.05407896376296049,-0.01606101569623824,0.016489213449803756
199301,-15.044186277661193,-2.548357119650128,0.7873094971618838,-0.08781238604388013,-0.03565899423053346,-0.02662236278867966,0.02057528325228529,-0.04711643110316549,0.0019254440133102545,0.021147638853908055
199302,-16.397928938376534,-2.109815908994658,0.9554761256457706,-0.12541988109151256,-0.05428757345632984,-0.03433816927921521,0.014328576160108982,-0.10148912551002585,-0.030418278866076752,-0.03789974611998659
199303,-16.231252717584976,-2.079963165533807,0.8387861415816374,-0.10122467766217945,-0.0516884117494723,0.025019791403152105,0.014858652831870328,-0.08960783920146453,0.0008138822716849314,-0.039674696967608766
199304,-16.4615932074844,-2.117779873781302,1.033052198574364,-0.1112935181868707,-0.08727855561505789,0.014664745499107746,0.030002902654550148,-0.09352201788902974,-0.009026203914789031,-0.016859992907446896
199305,-15.521335101215307,-1.7170400541182382,0.701955242044546,-0.21118552857991496,-0.04056264836480222,0.00039097251808284654,-0.029619374516113895,-0.05814370120001251,0.0031457939241153867,-0.03172028053850533
199306,-16.879069123555595,-1.11110521241962,0.5758641029233511,-0.16901412964242765,0.006110775440148342,-0.007848027859601606,-0.0017632023436392219,-0.025986156888542108,0.005735819896194369,-0.006012950873604915
199307,-16.50484026118378,-1.0333862585820264,0.38941250100264685,-0.11513602554458295,0.04216904281654355,-0.005961612237809993,0.007559456826323977,-0.012501429559433713,-0.019044529207076187,-0.0034298755912274973
199308,-17.82132472599547,-0.6730176264532721,0.578671780926849,-0.20232744504856348,-0.015661082183734253,-0.007132038411158276,-0.018233374768208604,-0.010671166551136844,-0.010585994083120985,-0.009969458952915634
199309,-17.80731683013229,-0.5242374350269777,0.3857331402606956,-0.14991594300105765,0.06591289767219288,-0.0018899648713855384,-0.008213336156045501,0.000564513129174953,0.014749223717216198,-0.0077484675486759556
199310,-17.43336359886326,-0.4445751277872751,0.33058670132396767,-0.1476745249001436,-0.0025526838141040156,0.01613133061060762,-0.004653072666281876,0.011699921944223556,0.0064101230167809,-0.0198095498917044
199311,-15.906544486214374,-0.9330634158915936,0.39163854088304156,-0.12425487409689025,0.0010875722749676487,0.018329277236381815,-0.030186605275479513,0.00778563687348367,0.002345786719904639,-0.022246589155689913
199312,-15.764040538287228,-0.9088205758445311,0.29614041529086005,-0.13787799345768792,0.04096122960216861,0.0057100070576006435,-0.024654091793422338,-0.02832798969262944,-0.036935644840079676,-0.02383822773408366
199401,-16.459483647369577,-0.7408472622421276,0.300044931420054,-0.1594027264183749,0.013792843044612839,-0.011329200480662334,-0.06197408775446803,0.009229980619811819,0.008942658096063297,-0.00696608811004849
199402,-13.75300315407944,-1.0004039654226207,0.17083061412393016,-0.13858312666882505,-0.008561628603314407,0.021761847437948355,-0.03403041136245423,0.0037725224521593698,0.012062530131252216,-0.020571422385157245
199403,-10.9534859797119,-1.4775100652875497,0.01078047231529336,-0.11598705698343736,0.041007739360207525,0.03258476485573582,-0.022127263945221756,-0.009687154495454958,0.011772398327313395,-0.005776346823016418
199404,-9.333287318497733,-1.2441899673890477,-0.2917468012878463,-0.20789171268512077,0.11266974243206115,-0.0008392057963098586,-0.036297533222571544,-0.05630453658109264,0.011979136820675541,0.01762317510725154
199405,-8.582593025899996,-0.9854328853505653,-0.2833128935655388,-0.2299423295864019,0.07534616264097288,0.00011795967826033472,-0.06034052326347937,-0.02702028657433292,0.032216352495763864,0.027564940110031404
199406,-7.811641729014551,-1.1498457483679985,-0.3608922558206189,-0.2510607071423639,0.08879145755599198,0.009166015602729609,-0.00988573612359811,-0.049147142463403064,-0.002008813359702753,0.022874317373970027
199407,-8.743910003418453,-0.7879429044340913,-0.22239789618555458,-0.24377210063689286,0.07238763214153751,-0.009288168334209012,-0.02611984343342076,-0.02227901797406299,-0.006778539546873089,0.015639712878514025
199408,-8.259779509746165,-0.6481462274825959,-0.1465399808368343,-0.17279124584810918,0.08217148835480793,-0.027650454011758092,-0.06616560164951826,0.03533147873963656,0.01414442110236268,-0.004457473418837865
199409,-6.214131360389273,-0.8601758549235589,-0.31894881394493524,-0.1848695943622913,0.09478418274947688,-0.01785088699363844,-0.041266571650316344,-0.03701639581651872,0.005095562150572291,0.02061329549168277
199410,-5.307058152471727,-0.8206196075995039,-0.28500356390872933,-0.1259694084275101,0.12300818407001199,-0.031813218124997066,-0.0768423408039388,0.026143435848422554,-0.009719863716263977,-0.005917374844875247
199411,-3.954649925051113,-0.043857635854818444,-0.6741623659060008,-0.22287626275936473,0.18269558902651295,-0.04716394329075839,-0.04005497146890323,0.02313926611311712,-0.019309379749864686,0.0003307236885172053
199412,-3.63399606859103,0.45437328789397075,-0.9707407269432128,-0.38536986340377793,0.0308313587429099,-0.012975669668163246,-0.05397103650384306,-0.06731874911563998,-0.0058975305571020925,0.026536170182884677
199501,-4.841842531146099,0.5360555756624221,-0.4901725637893359,-0.09011561485150092,0.10269467629362374,-0.042789212444619085,-0.07765811090937515,0.023307967821644744,-0.006381181898515304,-0.016097757427585284
199502,-6.707147017111467,0.6727973485604054,-0.18432007297592823,-0.060175182283071435,0.054981576688257906,-0.025346449331491876,-0.058017625826008404,0.05566228577525506,0.007920525060420309,-0.0277800322589141
199503,-6.669325958341548,0.7174922389586824,-0.1709993932150012,-0.08620723494683406,0.05154447320409439,-0.05409838771598132,-0.09587300906576744,0.038630174233257195,-0.003672861016040515,-0.0077234369081697635
199504,-7.490798797563323,0.8284134410935474,-0.0485587478372845,-0.11134664317512832,0.08121906861760723,-0.06623335877465843,-0.0790256276599451,0.028782407944331463,0.014865383394077197,-0.0017163963839507792
199505,-10.805070848634267,1.552680609010268,0.2889924995574493,-0.12922355974397962,0.061796151960989504,-0.08675628923849968,-0.05113634828009017,0.0015421332355223987,0.045024131800950974,-0.021653266752108866
199506,-11.115875614549884,1.5400703714556834,0.19640749686258013,-0.16114044633900337,0.05593411378646238,-0.10040322277742736,-0.0824230212961076,0.028570334738700846,0.042371315057956015,-0.036283992208345855
199507,-10.276861232008837,1.0699112235664663,0.18689476349019743,-0.10831848219151374,0.07876546376046688,-0.09571649812331616,-0.05554745972038947,0.023440264987121377,0.054626714120356294,-0.012733754563769727
199508,-10.768444309459447,1.255908060377683,0.12225401700836476,-0.131799131822705,0.07292142651260855,-0.10601240319177323,-0.04205553420773513,0.018806143854400114,0.03336302344689151,-0.017667626767867647
199509,-10.999291557738815,1.4996252997142114,0.0296918274530946,-0.13956183493632632,0.06139519766032127,-0.0824468395807584,0.01540427127344738,0.01939902110119864,-0.002233338183197303,-0.025116689429198362
199510,-11.826160435090456,1.6459406304592479,0.13260210822192067,-0.08381610468157583,0.05796568289905762,-0.0778697310024465,0.01614038896178887,0.012436808136692042,0.0339328813282129,-0.029018939751881447
199511,-12.913496265102726,1.8579981930502323,0.2911174359344235,-0.06947916546870876,0.007239752454146169,-0.09908357930665988,0.022596879779760208,0.017198992899978557,0.05003877809314003,-0.038953497906152865
199512,-13.702876925359039,1.7857290293663495,0.11876034488743313,-0.08632987752102854,0.0027104145288164103,-0.06641101578993829,-0.014068062568594879,-0.025353615916589103,0.010432897007219173,-0.02281333530690777
199601,-14.049185942657157,1.4755548005181935,0.3998556939492328,-0.05981132324395556,-0.026170917161135277,-0.059672611898639795,0.007365546450396604,-0.00936004793748614,0.03323385158092807,-0.033657493442925665
199602,-11.849829953584722,0.85167384781177,0.2757240245477879,-0.1843934352717625,0.020026825395109284,-0.10779458329332954,0.07370096065627191,0.0227353598490798,0.0629585433759008,-0.05285721135089683
199603,-10.36532248652909,0.7542862772629287,0.0371322469906049,-0.12113928207779132,0.025649218891765604,-0.1091534829733056,0.09198407275098783,0.05499146293337164,0.07920335178825585,0.061131939861181636
199604,-9.09904913043696,0.4048026805255187,-0.12146173315463611,-0.12296987068990127,0.030504092714074383,-0.09043348765890762,0.043091712083144676,0.04655627245888198,0.028049457505555653,0.026453726477300807
199605,-8.235406306399023,0.27499902708779744,-0.2445631528187169,-0.047753507170868154,0.05857380599237241,0.09493080473676865,0.06371298690188751,0.04543946162415457,0.04263558978627197,0.027829206264025134
199606,-8.811993559825586,0.5440403560997322,-0.17842306414844553,-0.10773191897241666,0.035187068130995584,0.09800725571758502,0.03448584764544692,0.03444206711276331,0.04063477050722897,0.006126275969963273
199607,-8.447428264592476,0.5774410509245579,-0.20409274050630064,-0.06890493634870977,0.01278374882855064,0.07399864393888061,0.01371994183875304,0.009842890763482152,0.03683349680011311,0.022745370174797
199608,-7.774524726448158,0.2898517431223138,-0.27442435556444544,-0.04447820017759494,0.032111792488139494,0.09339328910877069,0.03823239209731097,0.0588049029205305,0.03726014758132574,0.04103510548295377
199609,-8.840086229530876,0.4866803009177123,-0.21105328008885893,-0.07640775204893238,0.006011457388839992,0.08742493171692862,0.027829612308638212,0.026774456072797125,0.030360161981713898,0.03213973251550683
199610,-10.43000939652852,0.8656905844089369,0.014305275029716772,-0.023719839565007696,-0.007368962332783621,0.08794136450496998,0.023580481362884508,0.023639852144492896,0.0624092029896934,0.03922227757197845
199611,-11.483536959779261,1.278766176796685,0.018449712625424587,-0.048868116284472206,0.0043590013930382724,0.08008582784230116,0.007955583628266106,0.038935284562166224,0.03728248727720964,0.030558999101883613
199612,-9.876026492340857,0.8427337851103908,-0.12532529949912344,-0.03157628324607656,0.024920807720895943,0.08288294976850864,0.0187893850601219,0.030060555141266536,0.0442372790310993,0.028102110287683387
199701,-9.60017813318755,0.7107427350752499,-0.10440517287572422,-0.03872214869823773,0.0053525203887005565,0.06262401028999301,0.032392837137767576,0.03733258647065929,0.0357913987622384,0.023813600118061586
199702,-9.072176505300257,0.7571985725610403,-0.2140483984024885,-0.00866268747127422,0.07416815673605952,0.07284032382165116,0.043021406640504446,0.05677620340046433,0.0209042066653825,0.02018583534958864
199703,-7.385022830843796,0.5146435299587232,-0.298299714020124,-0.025208114667461055,0.026189715501273116,0.06545345197420455,0.050024024664097486,0.05186453035354454,0.016476052311411093,0.013945197946633583
199704,-8.164177129775439,0.6430013494017662,-0.30205374701594445,-0.0631743794759984,-0.013733026049240885,0.0347703946034705,0.025787000036158126,0.013599626590578593,0.029388648562781644,-0.002809452620859929
199705,-8.539309106683959,0.6132591676296453,-0.34411657463004097,-0.09875048885231605,0.01849240892611277,0.04463276554564154,0.023402701650724583,0.004938941117926924,0.022017012704275734,0.009789953105116374
